SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon,CITATION
66.9024884,0.674750036,16.22467131,2.866665304,0.030670456,0.7258675,2.504753921,3.169280471,6.635042019,0.26581062,81.2,140,18.9,67.1,10.7,1.67,5.35,0.75,2.76,0.45,1.37,0.16,1,0.16,424,13.8,419,961,10.9,15,1.32,37,11,89.6,386,8.01,43.9,15.4,60.8,9.8,5.884057971,1.086956522,119.9750312,15,30.72463768,55.16118143,140,27.97101449,7.588785047,2.76,10.7,36.07476636,0.988207547,67.1,0.014678899,10.14492754,4.862318841,37,5.35,21.89066059,3.914285714,2.68115942,1.922596754,7.59051186,0.350797267,1.384965831,68.4826126,24,0.3,32.04936111,81.258,"Tian et al., 2015"
66.1998857,0.653221197,15.78958112,2.751694292,0.040826325,1.826978,2.827222993,2.531232138,7.113987099,0.265371111,86.9,169,20.2,70.2,10.9,1.69,5.33,0.76,2.69,0.47,1.35,0.15,0.91,0.14,409,14,402,917,10.3,15,1.23,36.3,10.7,85.3,383,9.01,61.6,20.7,62.8,9.65,6.207142857,1.071428571,101.7758047,16.48351648,29.21428571,64.87179487,185.7142857,27.35714286,7.972477064,2.956043956,11.97802198,35.13761468,0.982885086,77.14285714,0.013592233,12.07142857,5.014285714,39.89010989,5.857142857,14.88636364,3.411552347,2.592857143,2.297447281,6.970033296,0.336038961,1.019480519,70.19833615,24,0,32.04936111,81.258,"Tian et al., 2015"
66.7521289,0.681663258,16.34974412,2.89859496,0.020348157,0.6409669,2.502823307,3.184486565,6.684369563,0.284874198,111,182,24.4,86.2,13.3,1.9,6.64,0.91,3.21,0.55,1.62,0.16,1.06,0.16,439,15.7,433,1050,10.7,15.7,1.34,37,11.5,90.5,385,10.2,54,11.4,65.3,9.87,7.070063694,1,102.9411765,14.81132075,27.96178344,71.13685216,171.6981132,24.52229299,8.345864662,3.028301887,12.54716981,28.94736842,0.986332574,81.32075472,0.014953271,11.59235669,5.49044586,34.90566038,6.264150943,19.44444444,3.94308943,2.356687898,1.117647059,6.401960784,0.211111111,1.209259259,68.70155044,24,0,32.04936111,81.258,"Tian et al., 2015"
66.7598849,0.673620609,16.11586274,2.62099655,0.030619119,1.3268285,2.520974096,2.816958909,6.848476189,0.28577844,94.3,185,21.3,75.8,11.5,1.86,5.43,0.79,2.96,0.46,1.38,0.15,0.92,0.15,423,13.4,412,1034,10.9,15.2,1.33,37.6,10.9,90.5,381,10,53.2,22.9,69.4,9.67,7.037313433,1.134328358,103.4,16.52173913,31.56716418,69.63080169,201.0869565,28.43283582,8.2,3.217391304,12.5,33.13043478,0.973995272,82.39130435,0.013761468,13.80597015,5.656716418,40.86956522,5.902173913,19.43609023,3.834008098,2.805970149,2.29,6.94,0.430451128,1.304511278,69.55597341,24,0,32.04936111,81.258,"Tian et al., 2015"
67.0840332,0.671858299,16.21621622,2.59072632,0.020359342,0.834733,2.473660101,3.1455184,6.677864305,0.285030794,89.4,190,20.9,73.8,11.4,1.82,5.41,0.79,2.96,0.45,1.43,0.14,1.03,0.15,450,14.9,461,1051,10.6,15.6,1.3,37.6,9.16,87.9,386,10,57.9,22.7,67.7,9.82,6,1.046979866,105.1,15.14563107,30.20134228,58.96276269,184.4660194,25.90604027,7.842105263,2.873786408,11.06796117,33.85964912,1.024444444,71.65048544,0.014150943,12.75167785,4.953020134,36.50485437,5.252427184,18.15198618,3.971193415,2.523489933,2.27,6.77,0.392055268,1.16925734,69.98333133,24,0,32.04936111,81.258,"Tian et al., 2015"
66.4426686,0.665940186,15.91193446,2.833272793,0.040360011,1.4226904,2.754570771,3.168260887,6.477781814,0.282520079,98.7,191,22.4,81.8,12.6,1.97,5.83,0.85,3.07,0.52,1.58,0.19,1.08,0.17,470,15.4,446,1041,11.2,15.9,1.36,40.1,11.8,93.5,400,10.2,61.1,19.2,66.6,9.65,6.409090909,1.032467532,102.0588235,14.72222222,30.51948052,62.0827473,176.8518519,25.97402597,7.833333333,2.842592593,11.66666667,31.74603175,0.94893617,75.74074074,0.015178571,12.4025974,5.311688312,37.12962963,5.398148148,17.03764321,3.501831502,2.603896104,1.882352941,6.529411765,0.314238953,1.090016367,70.6977461,24,0,32.04936111,81.258,"Tian et al., 2015"
65.8717214,0.658514594,15.68277832,2.813376964,0.050654969,2.1477707,3.039298125,3.100084087,6.362264074,0.273536831,96.3,203,22.4,79.1,12.1,1.84,5.84,0.83,2.9,0.47,1.48,0.16,1.01,0.14,472,14.3,445,1076,11.9,16.4,1.38,41.5,12.6,95.1,415,10.3,67.9,19.1,68.8,9.46,6.734265734,1.146853147,104.4660194,16.23762376,33.00699301,64.7712746,200.990099,29.02097902,7.958677686,2.871287129,11.98019802,34.29752066,0.94279661,78.31683168,0.011764706,14.1958042,5.531468531,41.08910891,5.782178218,15.84683358,3.113333333,2.902097902,1.854368932,6.67961165,0.281296024,1.013254786,70.5681082,24,0,32.04936111,81.258,"Tian et al., 2015"
66.7298404,0.662305639,15.79344216,2.692017689,0.030567953,1.6201015,2.58808665,3.066984573,6.541541848,0.275111573,91.3,194,21.2,74.1,11.5,1.77,5.19,0.83,3,0.5,1.47,0.16,1.02,0.14,463,14.9,462,1068,11.3,15.9,1.34,40.4,10.4,94,399,10.1,63.5,23.5,66.9,9.61,6.127516779,1.067114094,105.7425743,15.58823529,31.0738255,60.80623811,190.1960784,26.77852349,7.939130435,2.941176471,11.2745098,34.69565217,0.997840173,72.64705882,0.012389381,13.02013423,4.973154362,39.60784314,5.088235294,16.81889764,3.712598425,2.711409396,2.326732673,6.623762376,0.37007874,1.053543307,70.63804726,24,0,32.04936111,81.258,"Tian et al., 2015"
66.8188273,0.659362954,15.96672753,2.830188679,0.030432136,1.2375735,2.525867316,3.083789815,6.573341449,0.273889227,76.8,161,17.5,62.2,10.2,1.53,4.38,0.65,2.35,0.39,1.11,0.12,0.78,0.12,427,11.5,417,923,9.95,14.1,1.22,35.9,9.41,87,358,8.13,52,17.7,53.4,9.66,6.67826087,1.226086957,113.5301353,18.07692308,37.13043478,66.88737423,206.4102564,31.13043478,7.529411765,3.012820513,13.07692308,35.09803922,0.976580796,79.74358974,0.012060302,14,5.408695652,46.02564103,5.615384615,17.75,3.823293173,3.12173913,2.177121771,6.568265683,0.340384615,1.026923077,69.69600316,24,0,32.04936111,81.258,"Tian et al., 2015"
65.8789399,0.654760106,15.69409608,2.793307344,0.050366162,2.1153788,3.042116185,3.122702044,6.376356109,0.271977275,81.5,171,19,68.3,10.2,1.56,4.91,0.69,2.6,0.44,1.27,0.13,0.85,0.13,421,12.7,402,906,10.1,14.7,1.26,36.6,11,86.7,376,8.03,53.9,14.6,54.3,9.5,6.417322835,1.157480315,112.8268991,17.29411765,33.1496063,65.1352693,201.1764706,29.60629921,7.990196078,3.058823529,12,36.8627451,0.954869359,80.35294118,0.012871287,13.46456693,5.377952756,43.05882353,5.776470588,16.80890538,3.122516556,2.881889764,1.818181818,6.762141968,0.270871985,1.00742115,70.56868415,24,0,32.04936111,81.258,"Tian et al., 2015"
54.6640894,1.574980313,12.19075671,6.421624275,0.112498594,8.7442089,5.819245441,2.004520398,7.312408595,1.155667372,154,422,55.4,239,45.5,7.19,23.4,2.8,9.52,1.53,4.06,0.4,2.34,0.34,1306,41.1,590,4294,19,37.2,2.09,216,26.8,86.9,719,25.9,153,202,480,9.32,3.746958637,0.905109489,165.7915058,15.8974359,31.77615572,44.70770673,180.3418803,17.49391727,3.384615385,4.068376068,19.44444444,15.8021978,0.451761103,102.1367521,0.017894737,10.2676399,5.815085158,92.30769231,10,28.06535948,1.601054482,5.255474453,7.799227799,18.53281853,1.320261438,3.137254902,66.86791587,16,0,31.28334,82.9,"Tian et al., 2015"
54.7615175,1.565486114,12.20875859,6.375797991,0.111820437,8.7423251,5.774000732,2.012767861,7.308990363,1.138535356,151,401,53,229,43.9,6.73,22.8,2.82,9.63,1.41,3.9,0.39,2.28,0.36,1304,40.1,583,4287,18.5,38,2.03,213,26.8,86.2,730,26.1,153,204,496,9.32,3.765586035,0.947630923,164.2528736,16.66666667,32.51870324,44.99037679,175.877193,18.20448878,3.439635535,4.223684211,19.25438596,16.62870159,0.44708589,100.4385965,0.019459459,10,5.710723192,93.42105263,10,28.01960784,1.61443662,5.311720698,7.816091954,19.00383142,1.333333333,3.241830065,67.71917634,16,0,31.28334,82.9,"Tian et al., 2015"
60.0875488,1.186409475,14.95285045,4.504264938,0.081821343,2.8739747,5.144516947,2.925113016,7.445742222,0.797758095,84.2,203,27.3,124,23.9,4.65,14.6,1.37,6.29,0.86,2.27,0.25,1.58,0.22,1794,22.7,613,2596,15.4,28.5,1.87,95.8,20.3,72.1,534,10.7,104,21.2,52.6,10.37,3.709251101,1.255506608,242.6168224,18.03797468,79.030837,36.20199754,128.4810127,23.52422907,3.523012552,3.981012658,15.12658228,22.34309623,0.341694537,78.48101266,0.014285714,8.942731278,5.462555066,60.63291139,9.240506329,24.96153846,2.015904573,4.220264317,1.981308411,4.91588785,0.203846154,0.505769231,71.53657659,21,0,30.411765,86.036094,"Tian et al., 2015"
59.8781691,1.22034312,14.85767748,4.650524239,0.091525734,2.918654,4.901711531,3.203400689,7.444093031,0.833901132,91.3,221,30,136,25.7,5.16,15.8,1.5,6.84,0.93,2.43,0.28,1.73,0.25,1895,24.9,642,2788,16.5,30.9,2.07,100,19.3,75.6,581,11.6,114,24.3,57.4,10.65,3.666666667,1.240963855,240.3448276,17.86127168,76.10441767,35.8510768,127.7456647,23.33333333,3.552529183,3.953757225,14.85549133,22.60700389,0.33878628,78.61271676,0.015151515,8.875502008,5.46184739,57.80346821,9.132947977,24.45614035,2.17219917,4.016064257,2.094827586,4.948275862,0.213157895,0.503508772,71.66005346,21,0,30.411765,86.036094,"Tian et al., 2015"
59.4418785,1.233699365,14.83497997,4.668685447,0.091762763,2.9873877,5.58733266,2.936408405,7.381804464,0.836060727,91.8,221,29.8,137,26.3,5.13,15.8,1.48,7.03,0.95,2.47,0.28,1.72,0.25,1851,24.9,647,2810,16.5,29.9,2.03,100,20.8,76.9,584,11.7,115,25.3,55.6,10.32,3.686746988,1.200803213,240.1709402,17.38372093,74.3373494,36.25699146,128.4883721,23.45381526,3.490494297,4.087209302,15.29069767,22.20532319,0.349540789,79.65116279,0.015151515,8.875502008,5.502008032,58.13953488,9.186046512,24.43478261,1.846715329,4.016064257,2.162393162,4.752136752,0.22,0.483478261,72.09898147,21,0,30.411765,86.036094,"Tian et al., 2015"
60.0923249,1.237761883,14.65023081,4.702480597,0.081164714,2.9828032,4.859737229,2.982803226,7.568609547,0.842083904,89.2,216,29.3,131,25.2,4.97,15.4,1.44,6.76,0.93,2.44,0.27,1.69,0.24,1889,24.6,647,2744,15.8,30.3,1.94,98.1,21.5,73.6,567,11.7,111,26.6,59.8,10.55,3.62601626,1.231707317,234.5299145,17.92899408,76.78861789,35.85549147,127.8106509,23.04878049,3.53968254,4,14.9112426,22.5,0.342509264,77.5147929,0.015189873,8.780487805,5.325203252,58.04733728,9.112426036,24.72072072,2.171189979,3.987804878,2.273504274,5.111111111,0.23963964,0.538738739,71.83556734,21,0,30.411765,86.036094,"Tian et al., 2015"
60.0306279,1.153649821,14.92598264,4.481878509,0.081674324,2.8177642,5.186319551,3.113833589,7.41194487,0.796324655,84.4,200,26.9,123,23.6,4.65,14.2,1.33,6.25,0.84,2.2,0.25,1.55,0.22,1824,22.6,605,2599,14.9,27.9,1.84,92.3,20.6,87.8,518,10.5,102,22.5,49.5,10.53,3.734513274,1.234513274,247.5238095,18,80.7079646,36.99033619,129.0322581,22.92035398,3.576271186,4.032258065,15.22580645,21.94915254,0.331688596,79.35483871,0.014765101,8.849557522,5.442477876,59.5483871,9.161290323,25.48039216,2.029527559,4.084070796,2.142857143,4.714285714,0.220588235,0.485294118,71.54407885,21,0,30.411765,86.036094,"Tian et al., 2015"
60.5571256,1.190956803,14.90714574,4.551877271,0.080742834,2.7755349,4.531691562,2.977392006,7.620104966,0.807428341,80.5,191,25.7,117,22.3,4.25,13.6,1.28,6.03,0.84,2.15,0.24,1.5,0.21,1768,21.9,605,2602,14.4,27.8,1.8,90.9,19.1,69.5,510,10.2,99.2,31.8,69.4,10.6,3.675799087,1.269406393,255.0980392,18.53333333,80.73059361,36.45710267,127.3333333,23.28767123,3.609865471,4.02,14.86666667,22.86995516,0.34219457,78,0.014583333,8.721461187,5.342465753,60.6,9.066666667,26.22983871,2.338530067,4.150684932,3.117647059,6.803921569,0.320564516,0.699596774,72.27354785,21,0,30.411765,86.036094,"Tian et al., 2015"
60.1791926,1.213494054,14.97653911,4.568805113,0.091012054,2.8618235,4.742739261,3.033735135,7.513550684,0.819108486,90,215,28.7,130,25.3,4.93,15.4,1.43,6.69,0.91,2.36,0.27,1.66,0.24,1835,24.7,654,2759,16.1,30.6,1.99,101,21,77.1,570,11.4,111,24.4,52.2,10.55,3.643724696,1.238866397,242.0175439,18.43373494,74.29149798,36.83086777,129.5180723,23.07692308,3.557312253,4.030120482,15.24096386,22.52964427,0.35640327,78.31325301,0.014906832,8.704453441,5.263157895,60.84337349,9.277108434,24.85585586,2.223880597,4.089068826,2.140350877,4.578947368,0.21981982,0.47027027,72.08945343,21,0,30.411765,86.036094,"Tian et al., 2015"
62.9459577,0.992740584,14.19825857,3.921325309,0.062046287,3.0092449,2.978221753,2.699013464,8.572728589,0.620462865,235,496,51.2,184,24.4,3.92,11.8,1.57,5.26,0.82,2.48,0.23,1.46,0.19,880,22.9,428,3049,20.9,49.5,2.72,144,15.6,124,805,12.6,71.1,58.9,80.9,11.27,10.26200873,2.161572052,241.984127,33.90410959,38.4279476,109.3433906,339.7260274,35.15283843,9.631147541,3.602739726,16.71232877,32.99180328,0.486363636,126.0273973,0.009090909,21.65938865,8.034934498,98.63013699,8.082191781,42.88326301,3.784722223,6.288209607,4.674603175,6.420634921,0.828410689,1.137834037,72.327232,13.4,0.2,31.02694444,86.39194444,"Tian et al., 2015"
62.5762053,1.043625617,14.11477815,4.069106615,0.072330488,2.6762281,3.368534171,2.676228068,8.782987869,0.619975614,240,500,52.4,186,24.7,4.05,10.8,1.61,5.52,0.81,2.43,0.25,1.53,0.22,906,23.5,460,3610,23.4,53.5,2.9,157,16.3,199,948,13.2,76.2,66,98,11.46,10.21276596,2.276595745,273.4848485,34.96732026,38.55319149,106.5607678,326.7973856,40.34042553,9.71659919,3.607843137,16.14379085,38.3805668,0.507726269,121.5686275,0.009401709,21.27659574,7.914893617,102.6143791,7.058823529,47.37532808,3.401840491,6.680851064,5,7.424242424,0.866141732,1.286089239,71.50946491,13,0,31.02694444,86.39194444,"Tian et al., 2015"
62.0308709,0.980847659,14.134531,3.876929431,0.072272985,3.1387125,3.820143513,2.643126323,8.714057096,0.588508595,222,477,49.9,176,23.3,3.82,10.1,1.56,5.07,0.79,2.34,0.24,1.51,0.21,1071,23.6,476,3601,21.9,53.2,2.66,147,15.2,153,897,13,77.2,70.4,104,11.36,9.406779661,2.254237288,277,35.23178808,45.38135593,99.87425601,315.8940397,38.00847458,9.527896996,3.357615894,15.43046358,38.49785408,0.444444444,116.5562914,0.009589041,20.21186441,7.457627119,97.35099338,6.688741722,46.64507772,2.972972973,6.228813559,5.415384615,8,0.911917098,1.347150259,72.40557982,13,0,31.02694444,86.39194444,"Tian et al., 2015"
62.0432667,1.066142221,13.92195425,4.11965635,0.072456267,2.970707,3.840182176,2.825794431,8.50843598,0.631404616,247,529,55.2,196,25.9,4.27,11.4,1.65,5.33,0.87,2.65,0.25,1.53,0.23,1419,25,441,4039,23.6,56.6,3.03,157,15.4,159,991,12.9,80.5,66.1,99.3,11.33,9.88,2.264,313.1007752,36.99346405,56.76,109.6687902,345.751634,39.64,9.536679537,3.483660131,16.92810458,38.26254826,0.310782241,128.1045752,0.009745763,21.16,7.84,102.6143791,7.450980392,50.17391304,2.95148248,6.28,5.124031008,7.697674419,0.821118012,1.233540373,72.32153667,13,0,31.02694444,86.39194444,"Tian et al., 2015"
45.9626438,1.352445159,19.35430989,12.5111423,0.204915933,5.7991209,9.764244219,2.981526829,1.567606889,0.502044036,25.9,74.5,10.3,48.1,10.9,2.56,8.68,1.26,6.29,1.21,3.28,0.44,2.84,0.43,930,31.9,45.9,622,1.64,5.16,0.21,0.75,0.34,6.23,39.8,38.3,360,31.7,1.21,4.55,0.811912226,0.161755486,16.24020888,1.816901408,29.15360502,6.195251679,26.23239437,1.247648903,2.376146789,2.214788732,3.838028169,3.651376147,0.049354839,16.93661972,0.262195122,2.335423197,1.507836991,0.264084507,3.056338028,1.727777778,0.465897167,0.023510972,0.82767624,0.031592689,0.088055556,0.003361111,35.34966766,47,0.8,29.454,94.465,"Wang et al., 2019"
45.9016393,1.403688525,19.10860656,12.74590164,0.215163934,5.727459,9.866803279,2.961065574,1.557377049,0.512295082,28,68.7,9.74,42.9,9.88,2.55,8.09,1.26,6.69,1.21,3.59,0.46,3.06,0.41,813,36.8,47.4,613,1.49,5.65,0.27,1.95,0.34,6.7,36.2,37.3,355,31.3,5.84,4.52,0.760869565,0.153532609,16.43431635,1.846405229,22.0923913,6.216044786,22.45098039,0.983695652,2.834008097,2.18627451,3.22875817,3.663967611,0.058302583,14.01960784,0.275167785,1.866847826,1.16576087,0.637254902,2.64379085,1.726760563,0.457943925,0.05298913,0.839142091,0.156568365,0.088169014,0.016450704,33.05262427,47,0,29.454,94.465,"Wang et al., 2019"
45.3828667,1.382375228,18.33951136,13.45307092,0.215036147,6.3486862,10.34221467,2.662352291,1.495013209,0.378873211,17.9,51.4,7.28,36.8,9.51,2.34,8.09,1.33,6.81,1.24,3.64,0.47,3,0.43,800,33,41.7,559,2.19,6.28,0.28,2.26,0.53,40.8,56.3,51.2,518,50.8,17.4,4.16,0.542424242,0.19030303,10.91796875,2.093333333,24.24242424,4.053305204,17.13333333,1.706060606,1.882229232,2.27,3.17,5.920084122,0.052125,12.26666667,0.196347032,1.557575758,1.115151515,0.753333333,2.696666667,1.079150579,0.401980198,0.068484848,0.9921875,0.33984375,0.098069498,0.033590734,39.93436721,45.4,0.4,29.441,94.441,"Wang et al., 2019"
47.1031995,1.13055901,20.01089448,11.14833962,0.174722756,4.6764032,10.36003166,3.330010175,1.295003957,0.770835689,18.5,51.8,7.04,33,9.03,2.29,7.2,1.22,6.3,1.1,3.34,0.41,2.73,0.38,856,31,31.7,382,2.64,5.31,0.28,2.68,0.83,14.8,91.3,28.6,247,26.3,11,4.63,0.596774194,0.171290323,13.35664336,1.945054945,27.61290323,4.603483717,18.97435897,2.94516129,2.048726467,2.307692308,3.307692308,10.11074197,0.03703271,12.08791209,0.143939394,1.670967742,1.064516129,0.981684982,2.637362637,1.546558704,0.446428571,0.086451613,0.91958042,0.384615385,0.106477733,0.044534413,36.05417186,45,0,29.441,94.441,"Wang et al., 2019"
44.9660575,1.589450153,19.5348551,12.77507742,0.164072274,5.4041305,8.634303411,2.696938001,3.12762772,1.107487848,37.3,78.5,10.1,47.4,9.71,2.17,7.17,1.19,5.7,0.96,3.02,0.33,2.1,0.3,844,24.9,113,1219,2.69,7.8,0.34,6.4,0.94,24.3,93.4,25.8,373,39.8,7.83,5.82,1.497991968,0.313253012,47.24806202,3.714285714,33.89558233,12.06610408,37.38095238,3.751004016,3.841400618,2.714285714,4.623809524,9.618949537,0.133886256,22.57142857,0.111524164,3.152610442,1.903614458,3.047619048,3.414285714,3.268096515,0.674584323,0.257028112,1.542635659,0.303488372,0.106702413,0.020991957,43.41412484,45,0,29.441,94.441,"Wang et al., 2019"
45.2251493,1.32591915,18.66565253,12.84908162,0.20556886,6.1773443,10.73069451,2.6518383,1.469817352,0.698934125,34.8,81,11.1,53.5,12.5,2.87,10.1,1.75,9.31,1.56,4.77,0.59,3.78,0.56,776,43,40.6,580,6.53,6.53,0.3,5.76,1.26,12.5,231,45.8,318,35,21.1,4.12,0.809302326,0.151860465,12.66375546,1.727513228,18.04651163,6.254102203,21.42857143,5.372093023,2.784,2.462962963,3.306878307,18.48,0.052319588,14.15343915,0.08575804,1.88372093,1.244186047,1.523809524,2.671957672,1.823899371,0.384099617,0.133953488,0.76419214,0.46069869,0.110062893,0.066352201,34.33843275,45,0,29.441,94.441,"Wang et al., 2019"
45.7904487,1.142445451,20.90366406,11.82585426,0.164676822,3.9419514,10.77603952,3.231782627,1.163030054,1.06010704,26.1,67.1,8.47,37.7,8.89,2.19,6.86,1.17,5.51,1,3.04,0.36,2.33,0.34,1116,28.4,32.7,468,2.25,4.62,0.23,3.08,1.37,20.2,72.4,26.3,320,29.7,5.48,4.39,0.919014085,0.162676056,17.79467681,1.982832618,39.29577465,7.609605042,28.79828326,2.549295775,2.935883015,2.364806867,3.815450644,8.143982002,0.029301075,16.18025751,0.151111111,2.362676056,1.327464789,1.321888412,2.944206009,1.4625,0.407831901,0.108450704,1.129277567,0.208365019,0.0928125,0.017125,35.92474139,45,0,29.441,94.441,"Wang et al., 2019"
47.0714395,0.868099883,23.28550273,9.411224021,0.112342338,2.7983455,10.83592912,3.707297145,1.031506919,0.878312822,12.8,38,4.89,22.4,5.37,1.6,3.75,0.72,3.41,0.62,1.83,0.22,1.45,0.19,1288,17.4,25.2,459,0.78,3.27,0.16,1.17,0.97,14.5,16.8,13.8,213,22.2,15.2,4.74,0.735632184,0.187931034,33.26086957,2.255172414,74.02298851,5.996799069,26.20689655,0.965517241,2.383612663,2.351724138,3.703448276,3.12849162,0.019565217,15.44827586,0.243589744,2.183908046,1.287356322,0.806896552,2.586206897,2.154929577,0.43732328,0.067241379,1.608695652,1.101449275,0.104225352,0.071361502,37.76846186,45,0,29.441,94.441,"Wang et al., 2019"
47.2208307,1.175664762,19.54670456,11.10952084,0.204463437,5.2853798,10.35607308,3.373646708,1.27789648,0.449819561,67.5,133,15.7,58,10.5,2.66,8.89,1.24,6,1.19,3.16,0.5,3.18,0.45,808,31.9,27.8,690,3.2,5.9,0.24,15.4,1.11,12.8,112,35.8,324,25.2,13.7,4.65,2.115987461,0.184952978,19.27374302,1.855345912,25.32915361,14.41963219,41.82389937,3.510971787,6.428571429,1.886792453,3.301886792,10.66666667,0.034405941,18.23899371,0.140625,4.169278997,1.818181818,4.842767296,2.795597484,2.12962963,0.449160908,0.482758621,0.703910615,0.382681564,0.077777778,0.042283951,36.37996243,49,0.9,29.446,94.434,"Wang et al., 2019"
48.4012332,1.103308896,19.29243873,10.72478114,0.195914664,5.155649,9.156432703,3.712067312,1.83541106,0.422763222,16.3,47.3,7.6,35.6,8.52,2.36,7.95,1.13,5.75,1.14,3.07,0.47,2.94,0.43,830,30.5,45.7,770,2.71,6.9,0.31,3.49,1.1,12.1,90.2,33.6,292,25.6,20.8,5.55,0.53442623,0.226229508,22.91666667,2.346938776,27.21311475,3.766325095,16.08843537,2.957377049,1.91314554,1.955782313,2.897959184,10.58685446,0.055060241,12.10884354,0.158671587,1.550819672,1.167213115,1.18707483,2.704081633,2.636986301,0.605855856,0.11442623,0.761904762,0.619047619,0.087671233,0.071232877,35.46133862,47.7,0.4,29.446,94.434,"Wang et al., 2019"
49.2779728,1.156471636,19.08689912,10.3683311,0.194450983,5.1273654,8.944745218,3.500117694,1.934275568,0.409370491,54.4,108,13,49.6,9.2,2.28,7.51,1,5.07,0.99,2.57,0.4,2.5,0.38,738,26.1,49.5,882,2.64,5.81,0.22,17.5,1.21,21.3,93.4,30.7,269,24.3,13.2,5.43,2.084291188,0.222605364,28.72964169,2.324,28.27586207,14.7821097,43.2,3.578544061,5.913043478,2.028,3.68,10.15217391,0.067073171,19.84,0.143939394,4.137931034,1.900383142,7,3.004,3.278810409,0.607551487,0.670498084,0.791530945,0.429967427,0.090334572,0.049070632,44.75789835,48,0,29.446,94.434,"Wang et al., 2019"
44.9962409,1.616939761,14.68634458,14.65235795,0.247175505,8.5378539,10.50495896,2.234878524,1.946507101,0.576742845,145,289,29.4,105,16.4,3.52,12.1,1.7,8.17,1.52,3.95,0.58,3.49,0.49,404,39.5,36.6,404,6.22,6.54,0.22,52.6,1.08,4.49,183,34.6,336,35.3,50.6,4.18,3.670886076,0.16556962,11.67630058,1.873925501,10.2278481,28.2241002,82.80802292,4.632911392,8.841463415,2.340974212,4.699140401,11.15853659,0.090594059,30.08595989,0.078778135,7.316455696,2.658227848,15.07163324,3.467048711,1.202380952,0.398039216,1.33164557,1.020231214,1.462427746,0.105059524,0.150595238,42.82766434,48,0,29.446,94.434,"Wang et al., 2019"
44.5405851,1.576019778,13.83395138,15.6262876,0.267820354,9.0749897,10.60980635,1.895344046,1.94684796,0.628347754,124,240,24.6,87,14.2,3.33,11.7,1.64,8.13,1.5,3.81,0.57,3.37,0.46,321,40.6,36.1,469,5.6,6.07,0.17,43,0.86,4.49,180,41.5,402,42.5,63.3,3.84,3.054187192,0.149507389,11.30120482,1.801186944,7.906403941,24.99593084,71.21661721,4.433497537,8.732394366,2.412462908,4.213649852,12.67605634,0.112461059,25.81602374,0.082142857,5.911330049,2.142857143,12.75964392,3.471810089,1.166666667,0.362135922,1.0591133,1.024096386,1.525301205,0.105721393,0.157462687,43.71791753,29.9,1.3,29.446,94.434,"Wang et al., 2019"
45.402718,1.55108833,14.7507473,14.41279494,0.246530595,8.3512239,10.63163193,2.280408008,1.787346817,0.585510164,143,280,27.3,94.2,14.6,3.14,11.9,1.63,8.01,1.53,3.92,0.58,3.43,0.51,371,41,33.4,408,5.69,6.31,0.2,51.9,0.95,4.72,179,38.3,358,38.2,60.1,4.07,3.487804878,0.153902439,10.65274151,1.839650146,9.048780488,28.32170843,81.63265306,4.365853659,9.794520548,2.335276968,4.256559767,12.26027397,0.090026954,27.46355685,0.089630931,6.829268293,2.297560976,15.13119534,3.469387755,1.139664804,0.382608696,1.265853659,0.997389034,1.569190601,0.106703911,0.167877095,44.94903759,30,0,29.446,94.434,"Wang et al., 2019"
51.6051636,0.963815891,18.22022168,10.31385537,0.225573932,4.8395862,7.679767044,3.762983318,2.050672108,0.338360898,35.5,75,9.76,41.7,10.4,2.1,9.29,1.42,6.98,1.36,3.75,0.5,3.33,0.47,722,39.5,54.4,649,1.71,8.68,0.34,10.7,0.55,10.5,51.4,46.9,330,27.2,18.9,5.81,0.898734177,0.219746835,13.83795309,2.606606607,18.27848101,7.242052179,22.52252252,1.301265823,3.413461538,2.096096096,3.123123123,4.942307692,0.07534626,12.52252252,0.274853801,1.898734177,1.055696203,3.213213213,2.78978979,1.966666667,0.757009346,0.270886076,0.579957356,0.402985075,0.082424242,0.057272727,33.68503884,49.5,0.9,29.446,94.434,"Wang et al., 2019"
